position,source_name,occurrence,canonical_name,entity,field_class,unit,proposed_silver_routing,predictive_signal_value,schema_diff
189,AC Fail Alarm,1,ac_fail_alarm,ALARM,ALARM_FLAG,,ALARM_OBSERVATION,MEDIUM,NEW_IN_REAL
190,AC Under Voltage,1,ac_under_voltage,CHARGER,STATE,V,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
191,AC EnergyMeterCommFail,1,ac_energymetercommfail,COMMUNICATION,ALARM_FLAG,kWh,ALARM_OBSERVATION,MEDIUM,NEW_IN_REAL
192,Session Type,1,session_type,CONFIGURATION,CONFIGURATION,,CONFIGURATION,MEDIUM,NEW_IN_REAL
193,Session Id,1,session_id,SESSION,IDENTIFIER,,SESSION_OBSERVATION,MEDIUM,NEW_IN_REAL
194,Session Output Voltage,1,session_output_voltage,SESSION,SESSION_ATTRIBUTE,V,SESSION_OBSERVATION,HIGH,NEW_IN_REAL
195,Session Output Current,1,session_output_current,SESSION,SESSION_ATTRIBUTE,A,SESSION_OBSERVATION,HIGH,NEW_IN_REAL
196,Session Demand Voltage,1,session_demand_voltage,SESSION,SESSION_ATTRIBUTE,V,SESSION_OBSERVATION,HIGH,EXACT_EXISTING
197,Session Demand Current,1,session_demand_current,SESSION,SESSION_ATTRIBUTE,A,SESSION_OBSERVATION,HIGH,EXACT_EXISTING
198,DC + Insulation Resistance,1,dc_insulation_resistance,ALARM,ALARM_FLAG,kOhm,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
199,DC - Insulation Resistance,1,dc_insulation_resistance,ALARM,ALARM_FLAG,kOhm,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
200,Last Insulation Test Status,1,last_insulation_test_status,ALARM,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
201,Session Start Energy,1,session_start_energy,SESSION,CONTINUOUS_TELEMETRY,kWh,SESSION_OBSERVATION,MEDIUM,NEW_IN_REAL
202,Session Consumed Energy,1,session_consumed_energy,SESSION,CONTINUOUS_TELEMETRY,kWh,SESSION_OBSERVATION,MEDIUM,NEW_IN_REAL
203,Start Soc,1,start_soc,SESSION,CONTINUOUS_TELEMETRY,%,SESSION_OBSERVATION,MEDIUM,NEW_IN_REAL
204,Stop Soc,1,stop_soc,SESSION,CONTINUOUS_TELEMETRY,%,SESSION_OBSERVATION,MEDIUM,NEW_IN_REAL
205,Begin Time,1,begin_time,SESSION,TIMESTAMP,s,SESSION_OBSERVATION,MEDIUM,NEW_IN_REAL
206,Charging Time,1,charging_time,CHARGER,TIMESTAMP,s,CHARGER_TELEMETRY,MEDIUM,NEW_IN_REAL
207,Charging Start Method,1,charging_start_method,CONFIGURATION,CONFIGURATION,,CONFIGURATION,CONTEXT,NEW_IN_REAL
208,Charging Mode,1,charging_mode,CONFIGURATION,CONFIGURATION,,CONFIGURATION,CONTEXT,NEW_IN_REAL
209,Last Charge Session Stop Reason,2,last_charge_session_stop_reason,SESSION,STATE,,SESSION_OBSERVATION,LEAKAGE_RISK,EXACT_EXISTING
210,CCS Secc State,1,ccs_secc_state,CONNECTOR,STATE,,CONNECTOR_TELEMETRY,MEDIUM,NEW_IN_REAL
211,CCS Secc Error Code,1,ccs_secc_error_code,CONNECTOR,STATE,,CONNECTOR_TELEMETRY,HIGH,NEW_IN_REAL
212,CCS Ev Error Code,1,ccs_ev_error_code,CONNECTOR,STATE,,CONNECTOR_TELEMETRY,HIGH,NEW_IN_REAL
213,EV Max Voltage Limit,1,ev_max_voltage_limit,CONFIGURATION,CONFIGURATION,V,CONFIGURATION,HIGH,NEW_IN_REAL
214,EV Max Current Limit,1,ev_max_current_limit,CONFIGURATION,CONFIGURATION,A,CONFIGURATION,HIGH,NEW_IN_REAL
215,OCPP Tx Send Status,1,ocpp_tx_send_status,COMMUNICATION,STATE,,COMMUNICATION_OBSERVATION,MEDIUM,NEW_IN_REAL
216,EV Mac ID Info,1,ev_mac_id_info,CHARGER,STATE,,CHARGER_TELEMETRY,MEDIUM,NEW_IN_REAL
217,Calculated Insulation Resistance,1,calculated_insulation_resistance,ALARM,ALARM_FLAG,kOhm,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
218,Gun Output Voltage,1,gun_output_voltage,CONNECTOR,CONTINUOUS_TELEMETRY,V,CONNECTOR_TELEMETRY,HIGH,NEW_IN_REAL
219,SMR Set Voltage,1,smr_set_voltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
220,SMR Set Current,1,smr_set_current,SMR,CONTINUOUS_TELEMETRY,A,SMR_TELEMETRY,HIGH,NEW_IN_REAL
221,SMR Available Current,1,smr_available_current,SMR,CONTINUOUS_TELEMETRY,A,SMR_TELEMETRY,HIGH,NEW_IN_REAL
222,SMR Max Power,1,smr_max_power,SMR,CONTINUOUS_TELEMETRY,kW,SMR_TELEMETRY,HIGH,NEW_IN_REAL
223,GUN CCS Main State at Session stop,1,gun_ccs_main_state_at_session_stop,SESSION,SESSION_ATTRIBUTE,,SESSION_OBSERVATION,MEDIUM,NEW_IN_REAL
224,GUN CCS Sub State at Session stop,1,gun_ccs_sub_state_at_session_stop,SESSION,SESSION_ATTRIBUTE,,SESSION_OBSERVATION,MEDIUM,NEW_IN_REAL
225,DC Contactor Switching Cycle,1,dc_contactor_switching_cycle,CONTACTOR,CONTINUOUS_TELEMETRY,,CONTACTOR_OBSERVATION,MEDIUM,NEW_IN_REAL
226,Gun Insert Counter- Charger Socket,1,gun_insert_counter_charger_socket,SESSION,CONTINUOUS_TELEMETRY,%,SESSION_OBSERVATION,MEDIUM,NEW_IN_REAL
227,Gun Over Temperature Counter,1,gun_over_temperature_counter,CONNECTOR,ALARM_FLAG,degC,CONNECTOR_TELEMETRY,HIGH,NEW_IN_REAL
228,Charging Cycle Count,1,charging_cycle_count,COUNTER,COUNTER,,LIFECYCLE_COUNTERS,MEDIUM,NEW_IN_REAL
229,Gun Placed in Charger Holder,1,gun_placed_in_charger_holder,CONNECTOR,STATE,,CONNECTOR_TELEMETRY,MEDIUM,NEW_IN_REAL
230,SLAC Attenuation,1,slac_attenuation,CHARGER,CONTINUOUS_TELEMETRY,,CHARGER_TELEMETRY,MEDIUM,NEW_IN_REAL
231,Rectifier Number,1,rectifier_number,RECTIFIER,IDENTIFIER,,RECTIFIER_TELEMETRY,CONTEXT,NEW_IN_REAL
232,Rectifier Dc Status,1,rectifier_dc_status,RECTIFIER,STATE,,RECTIFIER_TELEMETRY,MEDIUM,NEW_IN_REAL
233,Rectifier Internal Temp,1,rectifier_internal_temp,RECTIFIER,CONTINUOUS_TELEMETRY,degC,RECTIFIER_TELEMETRY,HIGH,NEW_IN_REAL
234,SMR DcDc Temperature,1,smr_dcdc_temperature,SMR,CONTINUOUS_TELEMETRY,degC,SMR_TELEMETRY,HIGH,NEW_IN_REAL
235,SMR Pfc Temperature,1,smr_pfc_temperature,SMR,CONTINUOUS_TELEMETRY,degC,SMR_TELEMETRY,HIGH,NEW_IN_REAL
236,Rectifier Output Voltage,1,rectifier_output_voltage,RECTIFIER,CONTINUOUS_TELEMETRY,V,RECTIFIER_TELEMETRY,HIGH,NEW_IN_REAL
237,Rectifier Output Current,1,rectifier_output_current,RECTIFIER,CONTINUOUS_TELEMETRY,A,RECTIFIER_TELEMETRY,HIGH,NEW_IN_REAL
238,Rectifier Available Max Voltage,1,rectifier_available_max_voltage,RECTIFIER,CONTINUOUS_TELEMETRY,V,RECTIFIER_TELEMETRY,HIGH,NEW_IN_REAL
239,Rectifier Available Max Current,1,rectifier_available_max_current,RECTIFIER,CONTINUOUS_TELEMETRY,A,RECTIFIER_TELEMETRY,HIGH,NEW_IN_REAL
240,Rectifier Available MaxPower,1,rectifier_available_maxpower,RECTIFIER,CONTINUOUS_TELEMETRY,kW,RECTIFIER_TELEMETRY,HIGH,NEW_IN_REAL
241,SMR Hardware Ver,1,smr_hardware_ver,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
242,SMR Soft Ver,1,smr_soft_ver,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
243,Rectifier Output Short,1,rectifier_output_short,RECTIFIER,STATE,,RECTIFIER_TELEMETRY,MEDIUM,NEW_IN_REAL
244,Inner Comm Interrupt,1,inner_comm_interrupt,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
245,PFC Side Abnormal,1,pfc_side_abnormal,SMR,IDENTIFIER,,SMR_TELEMETRY,CONTEXT,NEW_IN_REAL
246,Discharge Abnormal,1,discharge_abnormal,CHARGER,STATE,,CHARGER_TELEMETRY,MEDIUM,NEW_IN_REAL
247,DC Side Is Off,1,dc_side_is_off,CHARGER,STATE,,CHARGER_TELEMETRY,MEDIUM,NEW_IN_REAL
248,MDL Fault,1,mdl_fault,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
249,MDL Protect,1,mdl_protect,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
250,Fan Fault,1,fan_fault,ALARM,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
251,Over Temperature,1,over_temperature,CHARGER,STATE,degC,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
252,Output Over Voltage,1,output_over_voltage,CHARGER,STATE,V,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
253,Walk In Enabled,1,walk_in_enabled,CHARGER,STATE,,CHARGER_TELEMETRY,MEDIUM,NEW_IN_REAL
254,CAN Communication Interrupt,1,can_communication_interrupt,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,MEDIUM,NEW_IN_REAL
255,Power Limit,1,power_limit,CONFIGURATION,CONFIGURATION,kW,CONFIGURATION,HIGH,NEW_IN_REAL
256,MDL Id Repetition,1,mdl_id_repetition,SMR,IDENTIFIER,,SMR_TELEMETRY,CONTEXT,NEW_IN_REAL
257,Load Sharing,1,load_sharing,CHARGER,STATE,,CHARGER_TELEMETRY,MEDIUM,NEW_IN_REAL
258,Input Phase Loss,1,input_phase_loss,CHARGER,STATE,,CHARGER_TELEMETRY,MEDIUM,NEW_IN_REAL
259,Input Unbalance,1,input_unbalance,CHARGER,STATE,,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
260,Input Under Voltage,1,input_under_voltage,CHARGER,STATE,V,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
261,Input Over Voltage,1,input_over_voltage,CHARGER,STATE,V,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
262,PFC Side Is Off,1,pfc_side_is_off,SMR,IDENTIFIER,,SMR_TELEMETRY,CONTEXT,NEW_IN_REAL
263,Fuse Burn Out,1,fuse_burn_out,CHARGER,STATE,,CHARGER_TELEMETRY,LOW,NEW_IN_REAL
264,PFC DCDC Comm Fail,1,pfc_dcdc_comm_fail,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,MEDIUM,NEW_IN_REAL
265,Bus Unbalanced Voltage,1,bus_unbalanced_voltage,CHARGER,STATE,V,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
266,Bus Over Voltage,1,bus_over_voltage,CHARGER,STATE,V,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
267,Bus Voltage Abnormal,1,bus_voltage_abnormal,CHARGER,STATE,V,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
268,Bus Under Voltage,1,bus_under_voltage,CHARGER,STATE,V,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
269,Fan At Full Speed,1,fan_at_full_speed,CHARGER,CONTINUOUS_TELEMETRY,RPM,CHARGER_TELEMETRY,LOW,NEW_IN_REAL
270,Output Derating Temp,1,output_derating_temp,CHARGER,STATE,degC,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
271,Output Derating AC,1,output_derating_ac,CHARGER,STATE,,CHARGER_TELEMETRY,HIGH,NEW_IN_REAL
272,DCDC Eeprom Faults,1,dcdc_eeprom_faults,ALARM,ALARM_FLAG,,ALARM_OBSERVATION,MEDIUM,NEW_IN_REAL
273,PFC Eeprom Faults,1,pfc_eeprom_faults,SMR,ALARM_FLAG,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
274,Fan 1 Fail,1,fan_1_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
275,Fan 2 Fail,1,fan_2_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
276,Fan 3 Fail,1,fan_3_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
277,Fan 4 Fail,1,fan_4_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
278,Fan 5 Fail,1,fan_5_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
279,Fan 6 Fail,1,fan_6_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
280,Fan 7 Fail,1,fan_7_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
281,Fan 8 Fail,1,fan_8_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
282,Fan 9 Fail,1,fan_9_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
283,Fan 10 Fail,1,fan_10_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
284,Fan 11 Fail,1,fan_11_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
285,Fan 12 Fail,1,fan_12_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
286,Fan 13 Fail,1,fan_13_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
287,Fan 14 Fail,1,fan_14_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
288,Fan 15 Fail,1,fan_15_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
289,Fan 16 Fail,1,fan_16_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
290,Fan 17 Fail,1,fan_17_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
291,Fan 18 Fail,1,fan_18_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
292,Fan 19 Fail,1,fan_19_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
293,Fan 20 Fail,1,fan_20_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
294,Fan 21 Fail,1,fan_21_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
295,Fan 22 Fail,1,fan_22_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
296,Fan 23 Fail,1,fan_23_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
297,DC Section Fan Fail,1,dc_section_fan_fail,CHARGER,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
298,Smr No.,1,smr_no,SMR,IDENTIFIER,,SMR_TELEMETRY,CONTEXT,NEW_IN_REAL
299,SMR Mapped GUN,1,smr_mapped_gun,SMR,CONTINUOUS_TELEMETRY,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
300,SMR GroupId,1,smr_groupid,SMR,IDENTIFIER,,SMR_TELEMETRY,CONTEXT,NEW_IN_REAL
301,SMR OutputVoltage,1,smr_outputvoltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
302,SMR OutputCurrent,1,smr_outputcurrent,SMR,CONTINUOUS_TELEMETRY,A,SMR_TELEMETRY,HIGH,NEW_IN_REAL
303,SMR Output Power,1,smr_output_power,SMR,CONTINUOUS_TELEMETRY,kW,SMR_TELEMETRY,HIGH,NEW_IN_REAL
304,SMR AvailableMaxCurrent,1,smr_availablemaxcurrent,SMR,CONTINUOUS_TELEMETRY,A,SMR_TELEMETRY,HIGH,NEW_IN_REAL
305,SMR AvailableMaxPower,1,smr_availablemaxpower,SMR,CONTINUOUS_TELEMETRY,kW,SMR_TELEMETRY,HIGH,NEW_IN_REAL
306,SMR RectifierDCstatus,1,smr_rectifierdcstatus,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
307,SMR RectifierinternalTemp,1,smr_rectifierinternaltemp,SMR,CONTINUOUS_TELEMETRY,degC,SMR_TELEMETRY,HIGH,EXACT_EXISTING
308,SMRDCDCTemperature,1,smrdcdctemperature,SMR,CONTINUOUS_TELEMETRY,degC,SMR_TELEMETRY,HIGH,NEW_IN_REAL
309,SMRPFCTemperature,1,smrpfctemperature,SMR,CONTINUOUS_TELEMETRY,degC,SMR_TELEMETRY,HIGH,NEW_IN_REAL
310,SMR AvailableMaxVoltage,1,smr_availablemaxvoltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
311,SMR Rated Maximum Current,1,smr_rated_maximum_current,SMR,CONTINUOUS_TELEMETRY,A,SMR_TELEMETRY,HIGH,NEW_IN_REAL
312,SMR Rated Maximum Power,1,smr_rated_maximum_power,SMR,CONTINUOUS_TELEMETRY,kW,SMR_TELEMETRY,HIGH,NEW_IN_REAL
313,SMRHardwareVer,1,smrhardwarever,SMR,CONTINUOUS_TELEMETRY,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
314,SMRSoftVer,1,smrsoftver,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
315,SMRPFCVer,1,smrpfcver,SMR,CONTINUOUS_TELEMETRY,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
316,SMR Line1 Voltage,1,smr_line1_voltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
317,SMR Line2 Voltage,1,smr_line2_voltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
318,SMR Line3 Voltage,1,smr_line3_voltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
319,SMR Rated Minimum Voltage,1,smr_rated_minimum_voltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
320,SMR Rated Maximum Voltage,1,smr_rated_maximum_voltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
321,SMR Fan Speed,1,smr_fan_speed,SMR,CONTINUOUS_TELEMETRY,RPM,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
322,SMR Output Short,1,smr_output_short,SMR,STATE,,SMR_TELEMETRY,LOW,NEW_IN_REAL
323,SMR Inner Comm Interrupt,1,smr_inner_comm_interrupt,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,MEDIUM,NEW_IN_REAL
324,SMR PFC Side Abnormal,1,smr_pfc_side_abnormal,SMR,IDENTIFIER,,SMR_TELEMETRY,CONTEXT,NEW_IN_REAL
325,SMR Discharge Abnormal,1,smr_discharge_abnormal,SMR,IDENTIFIER,,SMR_TELEMETRY,CONTEXT,NEW_IN_REAL
326,SMR DC Side is OFF,1,smr_dc_side_is_off,SMR,IDENTIFIER,,SMR_TELEMETRY,CONTEXT,NEW_IN_REAL
327,SMR MDL Fault,1,smr_mdl_fault,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
328,SMR MDL Protect,1,smr_mdl_protect,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
329,SMR Fan Fault,1,smr_fan_fault,SMR,ALARM_FLAG,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
330,SMR Over Temperature,1,smr_over_temperature,SMR,CONTINUOUS_TELEMETRY,degC,SMR_TELEMETRY,HIGH,NEW_IN_REAL
331,SMR Output Over Voltage,1,smr_output_over_voltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
332,SMR WALK-IN Enable,1,smr_walk_in_enable,SMR,STATE,,SMR_TELEMETRY,LOW,NEW_IN_REAL
333,SMR CAN Communication Interrupt,1,smr_can_communication_interrupt,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,MEDIUM,NEW_IN_REAL
334,SMR Power Limit,1,smr_power_limit,CONFIGURATION,CONFIGURATION,kW,CONFIGURATION,HIGH,NEW_IN_REAL
335,SMR DL ID Repetition,1,smr_dl_id_repetition,SMR,IDENTIFIER,,SMR_TELEMETRY,CONTEXT,NEW_IN_REAL
336,SMR Load Sharing,1,smr_load_sharing,SMR,STATE,,SMR_TELEMETRY,LOW,NEW_IN_REAL
337,SMR Input Phase loss,1,smr_input_phase_loss,SMR,STATE,,SMR_TELEMETRY,LOW,NEW_IN_REAL
338,SMR Input Unbalance,1,smr_input_unbalance,SMR,ALARM_FLAG,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
339,SMR Input Under Voltage,1,smr_input_under_voltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
340,SMR Input Over Voltage,1,smr_input_over_voltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
341,SMR PFC Side is OFF,1,smr_pfc_side_is_off,SMR,IDENTIFIER,,SMR_TELEMETRY,CONTEXT,NEW_IN_REAL
342,SMR Fuse Burn Out,1,smr_fuse_burn_out,SMR,ALARM_FLAG,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
343,SMR PFC DCDC Comm Fail,1,smr_pfc_dcdc_comm_fail,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,MEDIUM,NEW_IN_REAL
344,SMR Bus Unbalanced Voltage,1,smr_bus_unbalanced_voltage,SMR,ALARM_FLAG,V,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
345,SMR Bus Over Voltage,1,smr_bus_over_voltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
346,SMR Bus Voltage Abnormal,1,smr_bus_voltage_abnormal,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
347,SMR Bus Under Voltage,1,smr_bus_under_voltage,SMR,CONTINUOUS_TELEMETRY,V,SMR_TELEMETRY,HIGH,NEW_IN_REAL
348,SMR Fan At Full Speed,1,smr_fan_at_full_speed,SMR,CONTINUOUS_TELEMETRY,RPM,SMR_TELEMETRY,LOW,NEW_IN_REAL
349,SMR Output Derating Temp,1,smr_output_derating_temp,SMR,ALARM_FLAG,degC,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
350,SMR Output Derating AC,1,smr_output_derating_ac,SMR,ALARM_FLAG,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
351,SMR DCDC Eeprom Faults,1,smr_dcdc_eeprom_faults,SMR,ALARM_FLAG,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
352,SMR PFC Eeprom Faults,1,smr_pfc_eeprom_faults,SMR,ALARM_FLAG,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
353,SMR Module Fail,1,smr_module_fail,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
354,SMR Module Comm Fail,1,smr_module_comm_fail,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
355,IN_PFC-1,1,in_pfc_1,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
356,IN_PFC-2,1,in_pfc_2,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
357,IN_PFC-3,1,in_pfc_3,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
358,IN_PFC-4,1,in_pfc_4,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
359,IN_PFC-5,1,in_pfc_5,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
360,IN_PFC-6,1,in_pfc_6,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
361,IN_PFC-7,1,in_pfc_7,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
362,IN_PFC-8,1,in_pfc_8,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
363,IN_PFC-9,1,in_pfc_9,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
364,IN_PFC-10,1,in_pfc_10,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
365,IN_PFC-11,1,in_pfc_11,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
366,IN_PFC-12,1,in_pfc_12,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
367,Out_PFC-1,1,out_pfc_1,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
368,Out_PFC-2,1,out_pfc_2,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
369,Out_PFC-3,1,out_pfc_3,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
370,Out_PFC-4,1,out_pfc_4,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
371,Out_PFC-5,1,out_pfc_5,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
372,Out_PFC-6,1,out_pfc_6,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
373,Out_PFC-7,1,out_pfc_7,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
374,Out_PFC-8,1,out_pfc_8,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
375,Out_PFC-9,1,out_pfc_9,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
376,Out_PFC-10,1,out_pfc_10,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
377,Out_PFC-11,1,out_pfc_11,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
378,Out_PFC-12,1,out_pfc_12,SMR,STATE,,SMR_TELEMETRY,MEDIUM,NEW_IN_REAL
379,Floating SMR1 Fail,1,floating_smr1_fail,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
380,Floating SMR1 Group Fail,1,floating_smr1_group_fail,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
381,Floating SMR1 Comm Fail,1,floating_smr1_comm_fail,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
382,Floating SMR1 Group Comm Fail,1,floating_smr1_group_comm_fail,COMMUNICATION,ALARM_FLAG,,ALARM_OBSERVATION,HIGH,NEW_IN_REAL
383,Floating SMR2 Fail,1,floating_smr2_fail,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
384,Floating SMR2 Group Fail,1,floating_smr2_group_fail,SMR,ALARM_FLAG,,SMR_TELEMETRY,HIGH,NEW_IN_REAL
