position,source_name,source_occurrence,canonical_name,entity,field_class,data_type,unit,null_count,null_percentage,unique_count,variability_class,min,max,mean,median,std,P01,P05,P25,P50,P75,P95,P99,zero_count,negative_count,sentinel_hits,top_values
340,SMR Input Over Voltage,1,smr_input_over_voltage,SMR,CONTINUOUS_TELEMETRY,STRING,V,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
341,SMR PFC Side is OFF,1,smr_pfc_side_is_off,SMR,IDENTIFIER,STRING,,4737,47.37,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,,Not alarm (5073); Alarm (190)
342,SMR Fuse Burn Out,1,smr_fuse_burn_out,SMR,ALARM_FLAG,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
343,SMR PFC DCDC Comm Fail,1,smr_pfc_dcdc_comm_fail,COMMUNICATION,ALARM_FLAG,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
344,SMR Bus Unbalanced Voltage,1,smr_bus_unbalanced_voltage,SMR,ALARM_FLAG,STRING,V,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
345,SMR Bus Over Voltage,1,smr_bus_over_voltage,SMR,CONTINUOUS_TELEMETRY,STRING,V,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
346,SMR Bus Voltage Abnormal,1,smr_bus_voltage_abnormal,SMR,CONTINUOUS_TELEMETRY,STRING,V,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
347,SMR Bus Under Voltage,1,smr_bus_under_voltage,SMR,CONTINUOUS_TELEMETRY,STRING,V,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
348,SMR Fan At Full Speed,1,smr_fan_at_full_speed,SMR,CONTINUOUS_TELEMETRY,STRING,RPM,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
349,SMR Output Derating Temp,1,smr_output_derating_temp,SMR,ALARM_FLAG,STRING,degC,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
350,SMR Output Derating AC,1,smr_output_derating_ac,SMR,ALARM_FLAG,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
351,SMR DCDC Eeprom Faults,1,smr_dcdc_eeprom_faults,SMR,ALARM_FLAG,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
352,SMR PFC Eeprom Faults,1,smr_pfc_eeprom_faults,SMR,ALARM_FLAG,STRING,,4737,47.37,1,CONSTANT,,,,,,,,,,,,,0,0,,Not alarm (5263)
353,SMR Module Fail,1,smr_module_fail,SMR,ALARM_FLAG,STRING,,4737,47.37,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 1706}",Normal (3557); NA (1706)
354,SMR Module Comm Fail,1,smr_module_comm_fail,COMMUNICATION,ALARM_FLAG,STRING,,4737,47.37,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 1706}",Normal (3426); NA (1706); Abnormal (131)
355,IN_PFC-1,1,in_pfc_1,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3337); On (752)
356,IN_PFC-2,1,in_pfc_2,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3337); On (752)
357,IN_PFC-3,1,in_pfc_3,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3579); On (510)
358,IN_PFC-4,1,in_pfc_4,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3575); On (514)
359,IN_PFC-5,1,in_pfc_5,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3755); On (334)
360,IN_PFC-6,1,in_pfc_6,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3777); On (312)
361,IN_PFC-7,1,in_pfc_7,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (4039); On (50)
362,IN_PFC-8,1,in_pfc_8,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (4077); On (12)
363,IN_PFC-9,1,in_pfc_9,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); On (4035); Off (54)
364,IN_PFC-10,1,in_pfc_10,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); On (3779); Off (310)
365,IN_PFC-11,1,in_pfc_11,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (2841); On (1248)
366,IN_PFC-12,1,in_pfc_12,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (2909); On (1180)
367,Out_PFC-1,1,out_pfc_1,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3261); On (828)
368,Out_PFC-2,1,out_pfc_2,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3261); On (828)
369,Out_PFC-3,1,out_pfc_3,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3515); On (574)
370,Out_PFC-4,1,out_pfc_4,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3523); On (566)
371,Out_PFC-5,1,out_pfc_5,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3719); On (370)
372,Out_PFC-6,1,out_pfc_6,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3733); On (356)
373,Out_PFC-7,1,out_pfc_7,SMR,STATE,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (4089)
374,Out_PFC-8,1,out_pfc_8,SMR,STATE,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (4089)
375,Out_PFC-9,1,out_pfc_9,SMR,STATE,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (4089)
376,Out_PFC-10,1,out_pfc_10,SMR,STATE,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (4089)
377,Out_PFC-11,1,out_pfc_11,SMR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3801); On (288)
378,Out_PFC-12,1,out_pfc_12,SMR,STATE,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (4089)
379,Floating SMR1 Fail,1,floating_smr1_fail,SMR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
380,Floating SMR1 Group Fail,1,floating_smr1_group_fail,SMR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
381,Floating SMR1 Comm Fail,1,floating_smr1_comm_fail,COMMUNICATION,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
382,Floating SMR1 Group Comm Fail,1,floating_smr1_group_comm_fail,COMMUNICATION,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4144); Alarm (44)
383,Floating SMR2 Fail,1,floating_smr2_fail,SMR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
384,Floating SMR2 Group Fail,1,floating_smr2_group_fail,SMR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
385,Floating SMR2 Comm Fail,1,floating_smr2_comm_fail,COMMUNICATION,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
386,Floating SMR2 Group Comm Fail,1,floating_smr2_group_comm_fail,COMMUNICATION,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4164); Alarm (24)
387,Floating SMR3 Fail,1,floating_smr3_fail,SMR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
388,Floating SMR3 Group Fail,1,floating_smr3_group_fail,SMR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
389,Floating SMR3 Comm Fail,1,floating_smr3_comm_fail,COMMUNICATION,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
390,Floating SMR3 Group Comm Fail,1,floating_smr3_group_comm_fail,COMMUNICATION,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4140); Alarm (48)
391,Floating SMR4 Fail,1,floating_smr4_fail,SMR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
392,Floating SMR4 Group Fail,1,floating_smr4_group_fail,SMR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
393,Floating SMR4 Comm Fail,1,floating_smr4_comm_fail,COMMUNICATION,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4188)
394,Floating SMR4 Group Comm Fail,1,floating_smr4_group_comm_fail,COMMUNICATION,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5812}",NA (5812); Not alarm (4128); Alarm (60)
395,AC1 Contactor Status,1,ac1_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3337); On (752)
396,AC2 Contactor Status,1,ac2_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3337); On (752)
397,AC3 Contactor Status,1,ac3_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3579); On (510)
398,AC4 Contactor Status,1,ac4_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3575); On (514)
399,AC5 Contactor Status,1,ac5_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3755); On (334)
400,AC6 Contactor Status,1,ac6_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3777); On (312)
401,AC1 Contactor Cycle Count,1,ac1_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5901,59.01,360,VARIABLE,0.0,6809.0,1055.329,713.0,1138.71,3.0,16.0,145.0,713.0,1549.0,3170.0,5037.0,36,0,,23 (60); 18 (36); 1149 (36); 16 (36); 0 (36)
402,AC2 Contactor Cycle Count,1,ac2_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5901,59.01,361,VARIABLE,0.0,7031.0,1036.528,668.0,1130.383,2.0,13.0,135.0,668.0,1509.0,3083.0,5073.0,36,0,,0 (36); 285 (32); 15 (32); 28 (32); 141 (32)
403,AC3 Contactor Cycle Count,1,ac3_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5901,59.01,340,VARIABLE,0.0,6521.0,981.914,636.0,1088.435,0.0,6.0,117.0,636.0,1494.0,3116.0,4795.0,84,0,,0 (84); 3 (56); 4 (44); 51 (38); 64 (36)
404,AC4 Contactor Cycle Count,1,ac4_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5901,59.01,338,VARIABLE,0.0,6596.0,945.187,581.0,1050.864,0.0,6.0,114.0,581.0,1461.0,2981.0,4260.0,84,0,,0 (84); 4 (44); 3 (40); 15 (40); 249 (36)
405,AC5 Contactor Cycle Count,1,ac5_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5901,59.01,265,VARIABLE,0.0,6005.0,732.241,274.0,993.98,0.0,0.0,25.0,274.0,1163.0,2612.0,4435.0,674,0,,0 (674); 119 (44); 16 (44); 23 (40); 10 (40)
406,AC6 Contactor Cycle Count,1,ac6_contactor_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5901,59.01,277,VARIABLE,0.0,5937.0,707.701,264.0,967.413,0.0,0.0,23.0,264.0,1047.0,2578.0,4101.0,674,0,,0 (674); 11 (48); 116 (40); 15 (36); 118 (36)
407,AC1 Contactor Fail  Alarm,1,ac1_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4077); Alarm (12)
408,AC2 Contactor Fail  Alarm,1,ac2_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4069); Alarm (20)
409,AC3 Contactor Fail  Alarm,1,ac3_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4069); Alarm (20)
410,AC4 Contactor Fail  Alarm,1,ac4_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4077); Alarm (12)
411,AC5 Contactor Fail  Alarm,1,ac5_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4081); Alarm (8)
412,AC6 Contactor Fail  Alarm,1,ac6_contactor_fail_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4041); Alarm (48)
413,AC1 Contactor Welded Alarm,1,ac1_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6534}",NA (6534); Not alarm (3466)
414,AC2 Contactor Welded Alarm,1,ac2_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6534}",NA (6534); Not alarm (3466)
415,AC3 Contactor Welded Alarm,1,ac3_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6534}",NA (6534); Not alarm (3466)
416,AC4 Contactor Welded Alarm,1,ac4_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6534}",NA (6534); Not alarm (3466)
417,AC5 Contactor Welded Alarm,1,ac5_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6534}",NA (6534); Not alarm (3466)
418,AC6 Contactor Welded Alarm,1,ac6_contactor_welded_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6534}",NA (6534); Not alarm (3466)
419,DC Merger Contactor (C0) Cycle Count,1,dc_merger_contactor_c0_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5901,59.01,181,VARIABLE,0.0,3723.0,332.938,13.0,624.366,0.0,0.0,2.0,13.0,409.0,1635.0,2760.0,384,0,,1 (420); 0 (384); 2 (315); 4 (188); 3 (174)
420,DC Merger Contactor (C1) Cycle Count,1,dc_merger_contactor_c1_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5901,59.01,273,VARIABLE,0.0,5927.0,583.806,228.0,864.337,0.0,0.0,7.0,228.0,762.0,2395.0,4160.0,248,0,,0 (248); 2 (219); 1 (172); 4 (106); 3 (80)
421,DC Merger Contactor (C2) Cycle Count,1,dc_merger_contactor_c2_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5901,59.01,277,VARIABLE,0.0,5871.0,577.174,234.0,842.07,0.0,0.0,7.0,234.0,762.0,2373.0,3584.0,256,0,,0 (256); 1 (192); 2 (187); 3 (112); 5 (96)
422,DC Merger Contactor (C3) Cycle Count,1,dc_merger_contactor_c3_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5901,59.01,259,VARIABLE,0.0,4711.0,553.172,201.0,796.574,0.0,0.0,5.0,201.0,762.0,2197.0,3878.0,248,0,,0 (248); 1 (222); 2 (217); 5 (134); 3 (134)
423,DC Merger Contactor (C4) Cycle Count,1,dc_merger_contactor_c4_cycle_count,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,5901,59.01,186,VARIABLE,0.0,4386.0,401.849,12.0,738.145,0.0,0.0,2.0,12.0,501.0,1979.0,3220.0,550,0,,0 (550); 1 (424); 2 (259); 3 (198); 4 (182)
424,External Contactor Cycle Count(Ring),1,external_contactor_cycle_count_ring,CONTACTOR,CONTINUOUS_TELEMETRY,NUMERIC,,6522,65.22,1,CONSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3478,0,,0 (3478)
425,Merger Contactor (C0) Fail Alarm,1,merger_contactor_c0_fail_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4077); Alarm (12)
426,Merger Contactor (C1) Fail Alarm,1,merger_contactor_c1_fail_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4069); Alarm (20)
427,Merger Contactor (C2) Fail Alarm,1,merger_contactor_c2_fail_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4089)
428,Merger Contactor (C3) Fail Alarm,1,merger_contactor_c3_fail_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4089)
429,Merger Contactor (C4) Fail Alarm,1,merger_contactor_c4_fail_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4077); Alarm (12)
430,External Contactor Fail Alarm(Ring),1,external_contactor_fail_alarm_ring,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Not alarm (4089)
431,Merger Contactor (C0) Welded Alarm,1,merger_contactor_c0_welded_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6534}",NA (6534); Not alarm (3466)
432,Merger Contactor (C1) Welded Alarm,1,merger_contactor_c1_welded_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6534}",NA (6534); Not alarm (3454); Alarm (12)
433,Merger Contactor (C2) Welded Alarm,1,merger_contactor_c2_welded_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6534}",NA (6534); Not alarm (3466)
434,Merger Contactor (C3) Welded Alarm,1,merger_contactor_c3_welded_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6534}",NA (6534); Not alarm (3454); Alarm (12)
435,Merger Contactor (C4) Welded Alarm,1,merger_contactor_c4_welded_alarm,CONTACTOR,ALARM_FLAG,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6534}",NA (6534); Not alarm (3454); Alarm (12)
436,C0 Merger Contactor Status,1,c0_merger_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (4035); On (54)
437,C1 Merger Contactor Status,1,c1_merger_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3819); On (270)
438,C2 Merger Contactor Status,1,c2_merger_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3833); On (256)
439,C3 Merger Contactor Status,1,c3_merger_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3893); On (196)
440,C4 Merger Contactor Status,1,c4_merger_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (3981); On (108)
441,External Contactor Status,1,external_contactor_status,CONTACTOR,STATE,STRING,,0,0.0,3,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 5911}",NA (5911); Off (2121); On (1968)
442,BackUp Battery Voltage,1,backup_battery_voltage,BATTERY,CONTINUOUS_TELEMETRY,NUMERIC,V,5901,59.01,34,VARIABLE,0.0,22.7,12.486,12.7,1.469,9.3,11.1,12.6,12.7,12.8,13.2,13.4,40,0,,12.7 (1322); 12.8 (645); 12.6 (604); 13.1 (172); 13.2 (166)
443,Run Since Power On,1,run_since_power_on,CHARGER,CONTINUOUS_TELEMETRY,NUMERIC,kW,1877,18.77,1541,HIGH_VARIABILITY,0.07,108245.08,2985.46,662.65,7107.171,0.45,6.62,123.69,662.65,2527.15,14553.59,31584.85,0,0,,17953.61 (64); 122.96 (36); 5829.67 (36); 14553.59 (36); 102.42 (36)
444,Ring Current Operating Mode,1,ring_current_operating_mode,CONFIGURATION,CONFIGURATION,STRING,A,0,0.0,2,LOW_VARIABILITY,,,,,,,,,,,,,0,0,"{""NA"": 6530, ""None"": 3470}",NA (6530); None (3470)
445,SMR Fail Count,1,smr_fail_count,SMR,ALARM_FLAG,NUMERIC,,8108,81.08,2,LOW_VARIABILITY,0.0,1.0,0.019,0.0,0.137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1856,0,,0 (1856); 1 (36)
446,SMR Comm Fail Count,1,smr_comm_fail_count,COMMUNICATION,ALARM_FLAG,NUMERIC,,8108,81.08,4,LOW_VARIABILITY,0.0,4.0,0.035,0.0,0.261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1845,0,,0 (1845); 1 (35); 2 (8); 4 (4)
447,GUNA SMR Fail Count,1,guna_smr_fail_count,SMR,ALARM_FLAG,NUMERIC,,9899,98.99,1,CONSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,0,,0 (101)
448,GUNA SMR Comm Fail Count,1,guna_smr_comm_fail_count,COMMUNICATION,ALARM_FLAG,NUMERIC,,9899,98.99,2,LOW_VARIABILITY,0.0,1.0,0.663,1.0,0.475,0.0,0.0,0.0,1.0,1.0,1.0,1.0,34,0,,1 (67); 0 (34)
449,GUNB SMR Fail Count,1,gunb_smr_fail_count,SMR,ALARM_FLAG,NUMERIC,,9899,98.99,1,CONSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,0,,0 (101)
450,GUNB SMR Comm Fail Count,1,gunb_smr_comm_fail_count,COMMUNICATION,ALARM_FLAG,NUMERIC,,9899,98.99,2,LOW_VARIABILITY,0.0,1.0,0.594,1.0,0.494,0.0,0.0,0.0,1.0,1.0,1.0,1.0,41,0,,1 (60); 0 (41)
451,FR1 SMR Fail Count,1,fr1_smr_fail_count,SMR,ALARM_FLAG,NUMERIC,,9899,98.99,1,CONSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,0,,0 (101)
452,FR1 SMR Comm Fail Count,1,fr1_smr_comm_fail_count,COMMUNICATION,ALARM_FLAG,NUMERIC,,9899,98.99,2,LOW_VARIABILITY,0.0,1.0,0.436,0.0,0.498,0.0,0.0,0.0,0.0,1.0,1.0,1.0,57,0,,0 (57); 1 (44)
453,FR2 SMR Fail Count,1,fr2_smr_fail_count,SMR,ALARM_FLAG,NUMERIC,,9899,98.99,1,CONSTANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,0,,0 (101)
